レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010501,2026.5.16,土,新潟,1新5,1,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:05,,馬齢,３歳
5,B,10,,,,,エスカレイト,,牝,3,5,4,12,阪神,D,1400,稍,15,13,１勝ｸﾗｽ*,37.6,中団,5,3,7,阪神,D,1200,稍,8,8,１勝ｸﾗｽ*,37.6,後方,7,1,18,京都,D,1200,良,3,10,１勝ｸﾗｽ*,36.5,追込,5,12,13,中京,T,1400,良,10,11,つわぶき･1勝,35.0,中団,15,8,30,札幌,T,1200,稍,10,8,すずらん,37.0,後方,連
6,,11,,,,,アジアントレジャー,,牡,3,16,1,24,中山,D,1800,良,11,12,１勝ｸﾗｽ*,41.6,先行,2,1,10,中山,D,1800,良,10,6,黒竹賞･1勝*,41.5,後方,8,11,16,東京,D,1600,良,1,7,新馬,36.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ユイノカタリベ,,牡,3,3,4,26,東京,D,1300,稍,1,6,未勝利,36.3,追込,9,2,22,東京,D,1400,良,6,5,未勝利,37.0,中団,連,2,15,東京,D,1300,良,5,5,未勝利,37.5,中団,連,2,7,東京,D,1300,良,2,4,未勝利,37.7,差し,8,12,14,中京,D,1400,稍,9,9,未勝利*,39.4,中団,3
7,,13,,,,,ムテキシャチョウ,,牡,3,3,4,26,京都,D,1400,良,2,6,１勝ｸﾗｽ*,37.6,先行,9,2,22,阪神,D,1400,良,10,11,１勝ｸﾗｽ*,39.2,後方,2,2,7,京都,D,1400,良,9,7,１勝ｸﾗｽ*,39.0,中団,13,11,9,京都,D,1400,稍,1,4,未勝利*,37.8,先行,3,10,19,新潟,D,1200,重,3,3,未勝利*,37.1,差し,3
7,,14,,,,,ラエトゥス,,牝,3,5,4,12,阪神,D,1400,稍,11,15,１勝ｸﾗｽ*,36.8,後方,9,2,7,京都,T,1600,良,7,9,エルフィ(L),37.1,先行,17,10,13,東京,D,1600,良,6,5,プラタナ･1勝,37.8,後方,3,9,20,阪神,T,1600,良,6,4,野路菊Ｓ,35.7,先行,7,8,3,中京,T,1600,良,1,4,新馬,34.3,ﾏｸﾘ,初
8,B,15,,,,,アンプイットアップ,,牡,3,5,4,12,阪神,D,1400,稍,13,14,１勝ｸﾗｽ*,37.7,中団,5,3,7,阪神,D,1200,稍,7,9,１勝ｸﾗｽ*,38.2,中団,2,2,21,東京,D,1400,良,15,7,１勝ｸﾗｽ*,38.5,中団,4,1,25,中山,D,1200,良,1,2,未勝利,38.5,先行,2,1,11,中山,D,1200,良,2,1,未勝利,38.3,逃げ,14
8,B,16,,,,,ドナソール,,牝,3,10,3,7,中山,D,1200,重,10,15,１勝ｸﾗｽ*,38.4,中団,10,12,28,中山,D,1200,良,8,7,１勝ｸﾗｽ*,40.2,中団,3,12,7,中山,D,1200,良,1,4,未勝利*,38.0,差し,2,11,23,東京,D,1300,良,7,10,未勝利*,37.9,先行,4,10,26,新潟,D,1800,良,8,4,未勝利・牝*,40.8,中団,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051605020708,2026.5.16,土,東京,2東7,8,,1勝,ダート,1600,,2,良(暫定),晴(暫定),16,13:45,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ノアヴィヴァーチェ,,牡,4,3,4,26,東京,D,1600,稍,2,4,１勝ｸﾗｽ,36.4,差し,3,4,4,中山,D,1800,重,6,4,１勝ｸﾗｽ,37.3,中団,11,1,18,中山,D,1800,良,3,3,１勝ｸﾗｽ,38.6,差し,2,1,4,中山,D,1800,稍,4,7,１勝ｸﾗｽ,39.3,追込,3,12,14,中京,D,1800,稍,6,4,大須特別･1勝,40.4,後方,16
1,,2,,,,,ドリーミングアップ,,牡,5,2,5,2,東京,D,1400,重,4,2,１勝ｸﾗｽ,35.7,差し,6,3,21,中京,D,1400,良,3,3,１勝ｸﾗｽ,36.9,差し,4,2,21,東京,D,1600,良,4,6,１勝ｸﾗｽ,36.0,差し,13,11,24,東京,T,1600,良,5,5,１勝ｸﾗｽ,33.4,後方,4,10,26,東京,T,1600,稍,5,2,１勝ｸﾗｽ,33.3,中団,2
2,,3,,,,,ウィズマスタング,,牡,4,3,4,25,福島,D,1700,良,2,8,１勝ｸﾗｽ,38.4,逃げ,8,3,1,小倉,D,1700,稍,8,4,１勝ｸﾗｽ,37.9,中団,2,2,15,小倉,D,1700,稍,4,4,１勝ｸﾗｽ,39.3,先行,3,1,24,小倉,D,1700,良,3,10,１勝ｸﾗｽ,38.7,先行,10,11,16,福島,T,2000,良,11,11,１勝ｸﾗｽ,36.2,逃げ,3
2,,4,,,,,カンレイスキー,,牡,4,2,5,3,東京,D,1600,稍,9,7,１勝ｸﾗｽ,36.5,中団,10,2,21,東京,D,1400,良,11,7,１勝ｸﾗｽ,36.6,後方,19,10,12,東京,D,1600,良,16,1,１勝ｸﾗｽ,43.0,中団,4,9,14,中山,D,1800,稍,止,1,１勝ｸﾗｽ,----,,42,11,23,東京,D,1600,稍,5,13,カトレア,36.4,後方,3
3,,5,,,,,スマートブル,,牡,4,2,5,3,東京,D,1600,稍,10,9,１勝ｸﾗｽ,36.8,中団,11,2,15,小倉,D,2400,稍,15,9,１勝ｸﾗｽ,53.9,後方,2,1,31,小倉,D,1700,良,9,8,１勝ｸﾗｽ,38.0,後方,10,11,24,福島,D,1700,良,14,5,１勝ｸﾗｽ・若,39.8,後方,16,8,3,札幌,D,1700,良,9,1,１勝ｸﾗｽ,41.5,先行,2
3,,6,,,,,ヴェーヌドール,,牡,4,3,4,26,東京,D,1600,稍,5,8,１勝ｸﾗｽ,37.0,中団,4,3,29,中山,D,1800,稍,11,8,１勝ｸﾗｽ,40.5,中団,7,2,10,京都,D,1800,良,6,7,１勝ｸﾗｽ,39.4,後方,18,10,4,京都,D,1800,重,7,6,１勝ｸﾗｽ,37.8,先行,3,9,13,阪神,D,1800,良,4,5,１勝ｸﾗｽ,40.1,先行,11
4,,7,,,,,カルフ,,セ,5,2,5,3,東京,D,1600,稍,6,6,１勝ｸﾗｽ,37.2,逃げ,3,4,11,中山,D,1800,稍,5,10,１勝ｸﾗｽ,39.0,逃げ,2,3,29,中山,D,1200,稍,13,6,１勝ｸﾗｽ,37.6,後方,15,12,14,中京,D,1400,稍,7,10,１勝ｸﾗｽ,39.0,逃げ,2,11,29,東京,D,1600,良,7,11,１勝ｸﾗｽ,36.5,中団,連
4,,8,,,,,リーゼントジェイド,,セ,5,2,5,3,東京,D,1600,稍,8,14,１勝ｸﾗｽ,36.4,中団,3,4,12,福島,D,1700,良,11,12,１勝ｸﾗｽ,39.2,後方,11,1,25,中山,D,1800,良,止,12,１勝ｸﾗｽ,----,,7,12,7,中山,D,1800,良,13,15,１勝ｸﾗｽ,38.3,後方,4,11,9,東京,D,1600,稍,11,14,１勝ｸﾗｽ,37.5,後方,5
5,,9,,,,,ヴォラーレ,,牡,4,2,5,3,東京,D,1600,稍,15,15,１勝ｸﾗｽ,38.1,後方,3,4,12,福島,T,1200,良,16,16,１勝ｸﾗｽ,34.2,後方,9,2,10,東京,D,1300,稍,15,16,１勝ｸﾗｽ,38.0,後方,2,1,24,中山,D,1200,良,14,16,１勝ｸﾗｽ,37.9,後方,7,12,8,船橋,D,1500,良,6,6,馬い！,----,中団,5
5,,10,,,,,ウインドワンピース,,牡,6,11,2,28,中山,D,1800,重,9,12,１勝ｸﾗｽ,40.2,後方,6,1,18,中山,D,1800,良,7,11,１勝ｸﾗｽ,39.1,中団,5,12,14,中京,D,1800,稍,10,12,１勝ｸﾗｽ・若,39.7,先行,4,11,16,東京,D,1600,良,9,12,１勝ｸﾗｽ,37.8,中団,5,10,12,東京,D,1600,良,7,16,１勝ｸﾗｽ,36.6,中団,11
6,,11,,,,,ファンタイムギフト,,セ,4,21,12,21,中山,D,1800,重,13,7,１勝ｸﾗｽ,38.5,先行,7,11,2,東京,D,1600,重,7,6,１勝ｸﾗｽ,37.3,中団,4,10,4,東京,D,1600,良,4,5,１勝ｸﾗｽ,37.2,先行,15,6,21,東京,D,1600,良,5,4,１勝ｸﾗｽ,35.6,後方,4,5,24,東京,D,1600,良,3,11,１勝ｸﾗｽ*,35.9,差し,4
6,,12,,,,,ビービーバザーク,,牡,4,2,5,3,東京,D,1600,稍,4,3,１勝ｸﾗｽ,37.2,先行,10,2,22,阪神,D,1800,良,8,4,１勝ｸﾗｽ,40.5,先行,2,2,10,京都,D,1800,良,7,5,１勝ｸﾗｽ,39.3,後方,7,12,21,阪神,D,1800,重,2,13,２勝ｸﾗｽ,37.3,差し,2,12,6,中京,D,1800,良,5,8,１勝ｸﾗｽ・若,38.5,中団,13
7,,13,,,,,タキノボリ,,牡,4,3,4,25,福島,D,1700,良,7,9,１勝ｸﾗｽ,38.3,中団,16,1,4,中山,D,1800,稍,11,6,１勝ｸﾗｽ,41.3,中団,4,12,7,中山,D,1800,良,5,6,１勝ｸﾗｽ,37.6,中団,4,11,8,福島,D,1700,良,7,2,１勝ｸﾗｽ,38.5,中団,17,7,13,福島,D,1700,良,1,2,未勝利,37.4,先行,2
7,,14,,,,,コッレヴェッキオ,,セ,5,25,11,22,福島,D,1700,良,13,8,１勝ｸﾗｽ,41.0,中団,8,9,28,中山,D,1800,良,13,7,１勝ｸﾗｽ,38.4,後方,15,6,15,函館,D,1700,良,4,6,１勝ｸﾗｽ,38.8,ﾏｸﾘ,12,3,23,阪神,D,1800,良,9,5,１勝ｸﾗｽ,38.5,後方,8,1,25,中山,D,1800,良,4,2,１勝ｸﾗｽ,37.9,差し,9
8,,15,,,,,ハクシンブライアン,,牡,4,3,4,26,東京,D,1600,稍,3,2,１勝ｸﾗｽ,36.3,差し,5,3,22,中山,D,1800,良,2,4,１勝ｸﾗｽ,38.7,差し,4,2,21,東京,D,1600,良,6,7,１勝ｸﾗｽ,36.2,中団,3,2,1,東京,D,1600,良,4,6,１勝ｸﾗｽ,37.8,先行,5,12,27,中山,D,1800,稍,7,5,１勝ｸﾗｽ,39.3,先行,28
8,,16,,,,,ロストボール,,セ,7,連,5,9,新潟,D,1800,稍,10,12,１勝ｸﾗｽ,41.0,後方,3,4,18,福島,D,1700,良,8,15,１勝ｸﾗｽ,37.8,中団,7,3,1,小倉,D,1700,稍,15,16,１勝ｸﾗｽ,38.5,後方,10,12,20,中京,D,1900,稍,11,13,１勝ｸﾗｽ,38.5,後方,連,12,14,中京,D,1800,稍,7,14,１勝ｸﾗｽ・若,38.4,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051605020709,2026.5.16,土,東京,2東7,9,調布特別,2勝,芝,1800,B,2,良(暫定),晴(暫定),18,14:20,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルクスジニア,,牝,4,14,2,7,小倉,T,1800,稍,7,3,ＲＫＢ賞･2勝,35.8,中団,3,1,17,京都,T,1600,良,6,2,２勝ｸﾗｽ,34.4,中団,5,12,14,阪神,T,1600,良,5,1,甲東特別･2勝,35.2,逃げ,14,9,7,札幌,T,1800,稍,6,1,ＨＴＢ賞･2勝,36.9,先行,5,8,2,札幌,T,1800,良,3,1,釧路湿原･2勝,35.5,逃げ,14
2,,2,,,,,マドモアゼルアスク,,牝,4,2,5,3,新潟,T,1800,良,1,2,１勝ｸﾗｽ,34.5,先行,5,3,28,中京,T,2000,良,3,4,１勝ｸﾗｽ,33.9,先行,2,3,15,中京,T,2000,良,2,4,１勝ｸﾗｽ,34.9,先行,5,2,7,小倉,T,2000,稍,3,11,１勝ｸﾗｽ・牝,36.6,逃げ,22,9,6,阪神,T,2000,良,3,3,１勝ｸﾗｽ,36.6,先行,2
3,,3,,,,,シャンソンドール,,牝,4,12,2,22,東京,T,1800,良,1,1,１勝ｸﾗｽ,34.2,先行,13,11,22,福島,T,2000,良,3,1,１勝ｸﾗｽ・牝,35.7,逃げ,10,9,14,中山,T,2000,良,1,1,未勝利,35.0,逃げ,35,1,12,中山,T,2000,良,2,6,未勝利,35.1,差し,9,11,9,福島,T,2000,良,2,8,新馬,36.2,先行,初
4,,4,,,,,レッセパッセ,,牝,5,4,4,19,中山,T,2000,良,9,10,野島崎特･2勝,35.2,先行,4,3,21,中山,T,1800,良,10,11,館山特Ｈ･2勝,33.8,後方,3,2,28,小倉,T,2000,稍,5,13,別府特別･2勝,36.1,後方,8,1,5,京都,T,1800,良,7,8,逢坂山特･2勝,36.6,先行,3,12,13,阪神,T,1800,良,6,10,２勝ｸﾗｽ・牝,33.5,後方,3
5,,5,,,,,ミーントゥビー,,牝,4,5,4,12,中山,T,1800,良,4,4,２勝ｸﾗｽ,33.6,差し,3,3,21,中山,T,1800,良,4,9,館山特Ｈ･2勝,34.0,差し,8,1,24,中山,T,1800,良,7,5,東雲賞･2勝,33.7,ﾏｸﾘ,9,11,24,福島,T,1800,良,13,5,五色沼特･2勝,35.1,中団,4,10,26,東京,T,1800,稍,3,5,山中湖特･2勝,33.3,追込,2
6,,6,,,,,ウィルサヴァイブ,,牝,4,13,2,15,小倉,T,2000,稍,4,1,太宰府特･2勝,36.6,逃げ,3,1,25,京都,T,2000,良,2,3,２勝ｸﾗｽ・牝,35.2,先行,3,1,5,京都,T,1800,良,11,4,逢坂山特･2勝,37.3,先行,3,12,13,阪神,T,1800,良,2,2,２勝ｸﾗｽ・牝,34.1,逃げ,12,9,20,阪神,T,2000,良,2,2,夕月特別･2勝,36.0,逃げ,4
7,,7,,,,,ヴォンフレ,,牝,4,2,5,2,新潟,T,1800,稍,7,12,胎内川特･2勝,35.0,中団,6,3,22,中山,D,1800,良,9,9,２勝ｸﾗｽ・牝,40.3,先行,9,1,18,中山,D,1800,良,3,8,２勝ｸﾗｽ・牝,39.2,差し,6,12,7,中京,D,1800,良,11,1,犬山特別･2勝,40.1,先行,7,10,19,東京,D,1600,良,9,2,西湖特別･2勝,36.4,中団,2
8,,8,,,,,ラビットアイ,,牝,5,4,4,19,阪神,T,2000,良,8,3,蓬莱峡特･2勝,35.2,中団,35,8,16,中京,T,2000,良,6,3,長久手特･2勝,33.6,中団,5,7,13,小倉,T,2000,良,3,1,西部スＨ･2勝,34.9,先行,15,3,30,阪神,T,2000,良,6,1,四国新聞･2勝,35.6,後方,5,2,23,小倉,T,2000,良,1,1,１勝ｸﾗｽ・牝,35.1,先行,19
8,,9,,,,,ルージュスエルテ,,牝,5,3,4,26,東京,T,1400,良,7,6,２勝ｸﾗｽ・牝,33.0,後方,9,2,22,東京,T,1400,良,11,11,２勝ｸﾗｽ,34.2,中団,11,12,7,阪神,T,1400,良,9,4,２勝ｸﾗｽ,34.3,後方,6,10,26,京都,T,1200,稍,5,7,壬生特別･2勝,33.2,後方,10,8,16,札幌,T,1200,良,3,4,知床特別･2勝,33.3,差し,5
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051605020710,2026.5.16,土,東京,2東7,10,立川特別,2勝,ダート,1400,,2,良(暫定),晴(暫定),16,14:55,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,プライベートアイズ,,牡,4,3,4,26,東京,D,1400,稍,5,6,２勝ｸﾗｽ,35.9,先行,10,2,14,東京,D,1600,良,4,8,２勝ｸﾗｽ,36.9,先行,28,8,2,新潟,D,1800,良,3,3,苗場特別･2勝,38.2,先行,3,7,12,福島,D,1700,良,1,8,１勝ｸﾗｽ,37.9,先行,10,5,4,東京,D,1400,稍,14,9,１勝ｸﾗｽ*,39.2,後方,10
2,,2,,,,,ドントゥザムーン,,牡,4,18,1,11,中山,D,1200,良,15,5,２勝ｸﾗｽ,39.8,中団,3,12,20,中山,D,1200,良,4,2,２勝ｸﾗｽ,36.4,先行,3,11,30,東京,D,1400,良,2,4,アプロー･2勝,36.7,先行,3,11,8,東京,D,1300,良,1,1,１勝ｸﾗｽ,36.5,逃げ,20,6,22,東京,D,1400,良,8,2,１勝ｸﾗｽ,38.3,先行,3
3,,3,,,,,マーゴットレーヴ,,牝,6,7,3,28,中山,D,1800,重,15,15,２勝ｸﾗｽ,39.5,後方,7,2,10,東京,D,1300,稍,11,10,２勝ｸﾗｽ,36.1,後方,9,12,7,中京,D,1400,良,1,6,１勝ｸﾗｽ・牝,36.1,追込,5,11,2,東京,D,1400,重,6,8,１勝ｸﾗｽ,35.4,後方,2,10,19,東京,D,1400,良,2,6,１勝ｸﾗｽ,36.0,差し,11
4,,4,,,,,トーレ,,牡,5,3,4,26,福島,D,1700,良,15,10,尾瀬特別･2勝,40.8,先行,8,2,28,小倉,D,1700,重,16,9,早鞆特Ｈ･2勝,40.8,逃げ,7,1,11,京都,D,1400,良,13,10,２勝ｸﾗｽ,37.2,後方,12,10,19,京都,D,1800,良,13,9,聚楽第特･2勝,40.2,先行,2,10,4,京都,D,1800,不,10,4,２勝ｸﾗｽ,38.1,逃げ,13
5,,5,,,,,モリノアミーゴ,,牝,4,7,3,29,中京,D,1400,良,7,10,鈴鹿特別･2勝,35.9,後方,14,12,20,中京,D,1400,稍,1,3,１勝ｸﾗｽ・牝,36.1,追込,4,11,22,福島,D,1700,良,4,5,１勝ｸﾗｽ,39.1,差し,3,11,1,東京,D,1400,重,3,5,１勝ｸﾗｽ・牝,35.6,差し,3,10,12,東京,D,1400,良,8,8,１勝ｸﾗｽ・牝,35.9,後方,9
5,,6,,,,,ベラジオワールド,,牡,4,3,4,26,東京,D,1400,稍,4,2,２勝ｸﾗｽ,35.7,差し,9,2,22,東京,D,1400,良,3,4,大島特別･2勝,35.6,追込,3,2,1,東京,D,1400,良,1,2,１勝ｸﾗｽ,37.3,差し,15,10,18,東京,T,1400,良,6,1,１勝ｸﾗｽ,34.1,中団,3,9,28,中山,T,1600,良,3,3,１勝ｸﾗｽ,34.9,先行,4
6,,7,,,,,ホウオウゴールド,,牡,4,4,4,18,阪神,D,1400,良,5,7,吹田特別･2勝,35.1,後方,3,3,28,中京,D,1400,稍,1,3,１勝ｸﾗｽ,35.6,追込,6,2,15,東京,D,1400,良,5,3,１勝ｸﾗｽ,36.0,中団,3,1,24,中山,D,1200,良,3,3,１勝ｸﾗｽ,36.7,差し,3,1,5,中山,D,1200,稍,4,3,１勝ｸﾗｽ,36.2,差し,10
6,,8,,,,,メリディアンスター,,牡,4,29,10,25,東京,D,1400,稍,1,1,１勝ｸﾗｽ,35.5,先行,9,8,23,札幌,T,1500,稍,5,2,１勝ｸﾗｽ,36.0,中団,4,7,27,札幌,T,1500,稍,4,2,１勝ｸﾗｽ,35.6,先行,49,8,17,札幌,T,1500,良,1,1,新馬,35.1,逃げ,初,,,,,,,,,,,,
7,,9,,,,,アンクエンチャブル,,セ,5,12,2,22,東京,D,1400,良,13,3,大島特別･2勝,38.2,先行,14,11,16,東京,D,1400,良,2,1,２勝ｸﾗｽ,36.9,逃げ,2,11,2,東京,D,1400,重,1,1,１勝ｸﾗｽ,35.7,先行,3,10,11,東京,D,1400,稍,2,3,１勝ｸﾗｽ,36.8,逃げ,10,8,2,新潟,D,1800,良,6,2,１勝ｸﾗｽ,40.1,逃げ,36
7,,10,,,,,エンファサイズ,,牡,6,7,3,29,中京,D,1400,良,6,15,鈴鹿特別･2勝,37.0,先行,8,1,31,東京,D,1400,良,止,16,２勝ｸﾗｽ,----,,10,11,23,東京,D,1600,良,10,16,２勝ｸﾗｽ,36.4,先行,4,10,25,新潟,D,1800,良,15,14,菅名岳特･2勝,40.4,先行,10,8,16,新潟,D,1800,良,8,8,瀬波温泉･2勝,37.5,後方,21
8,B,11,,,,,ポッドベル,,牡,4,3,4,26,東京,D,1400,稍,3,3,２勝ｸﾗｽ,35.4,差し,10,2,15,東京,D,1400,良,1,4,１勝ｸﾗｽ,36.3,先行,15,11,2,東京,D,1400,重,4,5,１勝ｸﾗｽ,35.8,差し,4,10,4,東京,D,1400,良,3,4,１勝ｸﾗｽ,36.9,差し,15,6,21,東京,D,1600,良,8,6,１勝ｸﾗｽ,37.3,中団,7
8,,12,,,,,レーティッシュ,,牡,4,3,4,26,東京,D,1400,稍,2,5,２勝ｸﾗｽ,35.9,先行,14,1,17,京都,D,1400,良,1,2,１勝ｸﾗｽ,36.2,先行,4,12,20,中京,D,1400,稍,2,2,１勝ｸﾗｽ,36.9,差し,2,12,7,中京,D,1400,良,5,1,１勝ｸﾗｽ,38.0,中団,8,10,11,京都,D,1400,良,7,4,１勝ｸﾗｽ,37.7,中団,5
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051605020711,2026.5.16,土,東京,2東7,11,六社Ｓ,3勝,芝,2400,B,4,良(暫定),晴(暫定),18,15:30,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リンフレスカンテ,,牡,8,7,3,29,阪神,T,2400,良,7,11,御堂筋Ｓ･3勝,34.3,後方,3,3,8,中山,T,2500,良,13,14,湾岸Ｓ･3勝,36.4,後方,50,3,23,阪神,T,3000,良,9,10,阪神大賞G2,37.7,先行,3,3,1,阪神,T,3000,良,4,4,阪神競Ｈ･3勝,36.4,追込,15,11,17,京都,T,2400,良,3,9,比叡ＳＨ･3勝,34.7,差し,5
2,,2,,,,,バレンタインガール,,牝,5,10,3,8,中山,T,2500,良,3,4,湾岸Ｓ･3勝,35.9,差し,8,1,10,中山,T,2200,良,3,6,迎春Ｓ･3勝,34.2,差し,7,11,24,東京,T,2400,良,1,5,南武特別･2勝,34.0,追込,6,10,11,東京,T,2400,良,4,6,陣馬特別･2勝,33.2,追込,11,7,26,札幌,T,2600,良,6,2,ライラッ･2勝,35.8,先行,3
2,,3,,,,,マイネルブリックス,,牡,5,4,4,19,中山,T,2200,良,5,17,サンシＨ･3勝,33.4,後方,6,3,8,中山,T,2500,良,10,15,湾岸Ｓ･3勝,36.7,後方,6,1,24,中山,T,2000,良,6,15,初富士Ｈ･3勝,34.5,中団,2,1,10,中山,T,2200,良,13,15,迎春Ｓ･3勝,36.1,中団,4,12,13,中山,T,1800,良,15,10,常総Ｓ･3勝,35.0,中団,5
3,,4,,,,,ハーツコンチェルト,,牡,6,24,11,30,東京,T,2000,良,消,--,ウェルカ･3勝,----,,42,2,8,東京,T,2400,良,5,3,早春ＳＨ･3勝,34.8,中団,35,6,8,東京,T,2400,良,2,2,ジューＨ･3勝,34.0,差し,4,5,11,東京,T,2400,良,4,1,六社Ｓ･3勝,33.2,追込,11,2,24,ｻｳｼﾞ,T,2100,良,11,--,ネオＴG2,----,不明,6
3,B,5,,,,,ウインルーティン,,牡,6,7,3,29,阪神,T,2400,良,9,8,御堂筋Ｓ･3勝,35.4,先行,3,3,8,中山,T,2500,良,9,12,湾岸Ｓ･3勝,37.6,逃げ,15,11,22,京都,T,2400,良,9,10,比叡Ｓ･3勝,35.1,先行,9,9,21,阪神,T,2200,良,5,8,ムーンＨ･3勝,34.3,逃げ,36,1,11,中山,T,2200,良,7,7,迎春Ｓ･3勝,36.3,先行,53
4,,6,,,,,トリプルコーク,,牡,4,10,3,8,中山,T,2500,良,2,2,湾岸Ｓ･3勝,36.0,差し,18,11,1,東京,T,2400,良,1,1,本栖湖Ｈ･2勝,33.3,先行,9,8,31,新潟,T,2200,良,1,1,瓢湖特別･1勝,34.9,差し,11,6,15,東京,T,2000,稍,2,1,１勝ｸﾗｽ,34.3,差し,16,2,22,東京,T,2000,良,4,1,フリージ･1勝,34.0,差し,10
4,B,7,,,,,キングスコール,,牡,4,5,4,12,阪神,T,2000,良,12,3,京橋ＳＨ･3勝,34.0,後方,2,3,29,阪神,T,2400,良,11,3,御堂筋Ｓ･3勝,35.5,逃げ,4,2,28,阪神,T,3000,良,2,2,松籟ＳＨ･3勝,35.4,逃げ,5,1,24,小倉,T,2600,良,1,1,海の中道･2勝,34.1,逃げ,2,1,12,京都,T,2400,良,4,2,琵琶湖特･2勝,35.4,逃げ,11
5,,8,,,,,スピードリッチ,,牡,5,11,2,28,阪神,T,3000,良,3,4,松籟ＳＨ･3勝,35.2,先行,9,12,27,中山,T,2500,良,9,6,グレイト･3勝,34.6,中団,5,11,22,京都,T,2400,良,7,9,比叡Ｓ･3勝,34.7,先行,6,10,13,東京,T,2400,良,4,3,昇仙峡Ｓ･3勝,34.3,先行,7,8,23,札幌,T,2000,良,2,1,WASJ第２･3勝,36.7,差し,4
5,,9,,,,,ベンサレム,,牡,5,11,2,28,阪神,T,3000,良,8,7,松籟ＳＨ･3勝,35.8,後方,70,10,27,東京,T,2400,良,1,1,本栖湖特･2勝,33.8,先行,8,8,31,新潟,T,2200,稍,1,1,瓢湖特別･1勝,35.8,先行,13,6,1,東京,T,2400,良,2,1,稲城特別･1勝,33.4,先行,11,3,16,中山,T,2200,良,1,1,未勝利,35.3,逃げ,9
